Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
Novocarbo,Aggregate Purchase,BiCRS,Biochar,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_5301e213f0e5f15d2f411080d90fb44f,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_3dfe391191d6fff6e98b6916ec7119bb,0,Patch,2023,12,15
Bussme Energy,Imperial Hotel (Cork),BiCRS,Biochar,delivered,2.0,,2.0,2023-01-09 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,01,09
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,9.0,,9.0,2023-12-15 00:00:00,patch order id: ord_prod_4818fd083ad609cf4a6a76b4b38f77b6,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,2.0,,2.0,2023-12-15 00:00:00,patch order id: ord_prod_b7bccec42d4b43d2ee7310c08e44edb9,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.8,,,2023-12-15 00:00:00,patch order id: ord_prod_4ad56fc332f6dd45b53206702d5f36d3,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
Project Vesta,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,80.0,,,2023-12-15 00:00:00,patch order id: ord_prod_5c48f22b529b8f5f737c3ffaf283df5b,0,Patch,2023,12,15
Oplandske Bioenergi (OBIO),Vestre,BiCRS,Biochar,delivered,88.0,,88.0,2023-10-24 00:00:00,https://grex.grexel.com/pu-FI/public/cancellationstatement/ae19b1ba-afdb-48b5-9bd2-4efee670c1cf	,Puro,Lune,2023,10,24
Mash makes,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,50000.0,,,2023-01-16 00:00:00,https://cleantechnica.com/2023/01/16/carbonfuture-mash-makes-join-forces-for-50000t-of-carbon-removal/,0,Carbonfuture,2023,01,16
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,12.2,,12.2,2023-05-10 12:59:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,10
CharLine,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,187.0,,187.0,2021-12-09 10:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,12,09
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_9dde92abf2abb8b3182f70b6a6da870a,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-01-10 00:00:00,https://charmindustrial.com/order?orderId=rechSehjIX57NY3Zi,0,0,2022,01,10
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_2cf955f1f2ff9e0414e01badb673dd26,0,Patch,2023,12,15
Carbon Lockdown,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,16.0,,,2023-12-15 00:00:00,patch order id: ord_prod_4b7e99992628fc3d8b9d8fdd70f72f3d,0,Patch,2023,12,15
Carbofex,Aggregate Purchase,BiCRS,Biochar,delivered,5.0,,5.0,2023-05-02 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,2023,05,02
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_6f7116498f7a51db653edd1ed3c67b81,0,Patch,2023,12,15
Oplandske Bioenergi (OBIO),Made of Air,BiCRS,Biochar,delivered,4.0,800,4.0,2022-11-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Accend,Puro,2022,11,16
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-09-07 00:00:00,https://charmindustrial.com/order?orderId=rec0cSXGuR6IpgamT,0,0,2021,09,07
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,43.9,,,2023-12-15 00:00:00,patch order id: ord_prod_ec3e8e380ec50a6612aaecc3320d6026,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.3,344,,2021-07-07 00:00:00,https://onedrive.live.com/?authkey=%21AOPGA6hq%5Firns%5Fg&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21168516&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2021,07,07
Carbofex,Unknown,BiCRS,Biochar,delivered,24.0,,24.0,2020-11-09 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,11,09
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,44.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,30.0,,30.0,2023-05-10 12:59:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,10
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.8,,,2023-12-15 00:00:00,patch order id: ord_prod_b78700d55908c4965a331d24f318568b,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_f59c4aef1e8ba9921bf93e5cdfdac166,0,Patch,2023,12,15
Mash makes,Aggregate Purchase,BiCRS,Biochar,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ee92d60987deafd04959a6df8fe8e583,0,Patch,2023,12,15
CarbonBuilt,Shopify,DAC/Mineralization,Mineralization,undelivered,5200.0,,,2022-03-28 00:00:00,https://www.carbonbuilt.com/post/shopify-purchases-carbon-removal-credits-from-carbonbuilt,0,0,2022,03,28
Captura,Frontier,Ocean CDR,Direct Ocean Removal,undelivered,508.0,500000,,2022-12-15 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Fall/Captura%20Purchase%20Agreement.pdf,0,0,2022,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.4,387,,2021-09-08 00:00:00,https://onedrive.live.com/?authkey=%21AABSbrfELy8j7g4&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21182830&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2021,09,08
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,95.7,,95.7,2023-04-21 12:25:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,04,21
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.2,,,2023-12-15 00:00:00,patch order id: ord_prod_6145f66efa98a2fe0e0fe613a1e60833,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_b2651d6543d7c13e830fa81a5085549e,0,Patch,2023,12,15
Verora,Aggregate Purchase,BiCRS,Biochar,delivered,215.0,,215.0,2023-08-31 00:00:00,Data partner submission through Portal,0,Klimate,2023,08,31
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,23.0,,,2021-10-06 00:00:00,marketplace report,0,Watershed,2021,10,06
Charm Industrial,Wise,BiCRS,Bio-oil,delivered,31.0,,31.0,2021-03-29 00:00:00,https://charmindustrial.com/order?orderId=recWvUpP3jypnjQuz,0,Watershed,2021,03,29
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,24.1,,24.1,2023-06-29 15:21:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,06,29
Freres Biochar,Craig Cohon,BiCRS,Biochar,delivered,100.0,,100.0,2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Chooose AS,Puro,2023,06,07
Dutch Carboneers,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_b06df1488f34ab617d862dbd297bf8fd,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,1.9,,1.9,2023-12-15 00:00:00,patch order id: ord_prod_ace6ac69dd5a6dc54519079c67467bb6,0,Patch,2023,12,15
Ørsted,Microsoft,BiCRS,BECCS,undelivered,2760000.0,,,2023-05-15 00:00:00,https://orsted.com/en/media/newsroom/news/2023/05/20230515676011,0,0,2023,05,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,33.0,,,2022-12-21 00:00:00,marketplace report,0,Watershed,2022,12,21
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.9,,0.9,2023-12-15 00:00:00,patch order id: ord_prod_7c8b3b02cc5821cac5b58f2a01c1ff2d,0,Patch,2023,12,15
Charm Industrial,Terraset,BiCRS,Bio-oil,undelivered,6.6,3936,,2022-05-20 00:00:00,purchaser report,0,0,2022,05,20
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,0.6,,,2023-08-10 00:00:00,Marketplace purchaser report,0,Klimate,2023,08,10
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_ca9ebb3ef3504bf93e487ba0627fcfdb,0,Patch,2023,12,15
UNDO,Bennetts Associates,ERW,Enhanced Weathering,undelivered,5.0,,,2023-04-20 00:00:00,supercritical report,0,Supercritical,2023,04,20
Bionero,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,22.6,,22.6,2022-05-16 15:29:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,05,16
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.3,,0.3,2022-01-02 00:00:00,https://charmindustrial.com/order?orderId=recTPa9bw7tA34Ur5,0,0,2022,01,02
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,9.0,,,2023-12-15 00:00:00,patch order id: ord_prod_a60c39e3a00b4e780ee1ecc3123250f7,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_932fca874f3d5486e5d1f5bd76617268,0,Patch,2023,12,15
1PointFive,All Nippon Airways,DAC/Mineralization,DAC,undelivered,10000.0,,,2023-08-01 00:00:00,https://www.anahd.co.jp/group/en/pr/202308/20230801.html?,0,0,2023,08,01
Planetary,Frontier,Ocean CDR,Ocean Alkalinity Enhancement,undelivered,937.0,1500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_1e3b5ebdefa699bee57cc508865ab749,0,Patch,2023,12,15
Wakefield Biochar,Christopher Spano,BiCRS,Biochar,undelivered,1.0,,,2023-06-12 00:00:00,0,0,Supercritical,2023,06,12
UNDO,Carbonx Climate,ERW,Enhanced Weathering,undelivered,1840.0,,,2023-03-16 00:00:00,https://carbonx.world/carbonx-facilitates-a-new-1m-round-of-carbon-removal-purchases/,0,Carbonx,2023,03,16
Levitree,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_e8ccbd93e393f258e41970e7ee965de4,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_33af7042b8b61fac3d9042a94eb9ac3a,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,1.5,,,2023-12-15 00:00:00,patch order id: ord_prod_c99d601c5079e658a51fd94fdcf76e48,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,103.6,,103.6,2023-03-31 08:55:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,31
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_04312ef9bc62c638ad57ab8fe9285cd5,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.5,538,,2022-07-11 00:00:00,https://onedrive.live.com/?authkey=%21ABV6KJV4gv7L9oc&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21193678&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2022,07,11
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,215,,2020-12-07 00:00:00,https://onedrive.live.com/?authkey=%21AD4G8yeIocOw8WQ&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21135522&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2020,12,07
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_8559170024b5c43d7ee9686912e0c045,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,5.0,,5.0,2023-07-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,20
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,20.0,,,2023-07-07 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,07
Hjelmsäters Egendom,Axfood,BiCRS,Biochar,delivered,19.0,4009,19.0,2022-11-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2022,11,30
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,6.0,,,2023-12-15 00:00:00,patch order id: ord_prod_e938d8ca42441fab6aef5918d12949f7,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_b93157854fdcce94e4e5c7bf1333dc8c,0,Patch,2023,12,15
Douglas County Forest Products,Storj Labs,BiCRS,Biochar,delivered,250.0,27500,250.0,2022-12-23 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2022,12,23
Carbon Engineering,Information Grid,DAC/Mineralization,DAC,undelivered,94.0,,,2022-02-28 00:00:00,marketplace report,0,Supercritical,2022,02,28
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,54.4,,,2023-12-15 00:00:00,patch order id: ord_prod_b97dba245f690e4924346eac45231fa4,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,2000.0,,,2022-11-09 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,09
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,1.4,,,2023-12-15 00:00:00,patch order id: ord_prod_89c35ce9b54afc747a5c755c4014a3a3,0,Patch,2023,12,15
Parallel Carbon,Klarna,DAC/Mineralization,DAC,undelivered,91.0,100000,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_b0812d531053c3a2c3c01f8deabbc575,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_6563c999ec7b9cd1c871b444e972f8d9,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_63154b2c263fc400dd23bbb206172868,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_c0460bdbfd809c4f0c06c40065c8b4b4,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_66d01dd7d107bdf2f68308ea62580609,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_2fbce0ac39430d4aa512263f25ef7839,0,Patch,2023,12,15
Douglas County Forest Products,Albion Capital Group,BiCRS,Biochar,delivered,89.0,9790,89.0,2022-11-14 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2022,11,14
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_6b07de9439ea78595ce317d206127bc7,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_9da2ccc12935b857ed315c5201bc1a91,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_c569dafe22bfed4e5a69e9122c92ee00,0,Patch,2023,12,15
Pacific Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,408.5,,408.5,2023-10-05 00:00:00,Data partner submission through Portal,0,Carbonfuture,2023,10,05
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_92d2c84d2f626ea220ee714bf1f3def3,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_c3ee796baf1a8f9f07c659316a8f4b1d,0,Patch,2023,12,15
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,3.2,,,2023-12-15 00:00:00,patch order id: ord_prod_0bfd9f5629a8ebb661c43133d51eaa4c,0,Patch,2023,12,15
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_956b94f6046423748cda3cec9937bed9,0,Patch,2023,12,15
Varaha Climate AG,Aggregate Purchase,BiCRS,Biochar,undelivered,350.0,,,2023-10-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,04
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_322856a81bbe5238610b15d8c5f2f56a,0,Patch,2023,12,15
V-Grid Energy Systems,Aggregate Purchase,BiCRS,Biochar,delivered,240.0,60000,240.0,2022-11-11 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,CO2.com,Puro,2022,11,11
SeaO2,WRLD Foundation,Ocean CDR,Electrochemical ocean CO2 capture,undelivered,78.0,140400,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
Everest Carbon,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,50.0,,,2023-12-15 00:00:00,patch order id: ord_prod_0576664c708b01ace7c1cc124909504b,0,Patch,2023,12,15
Freres Biochar,Satellite Vu,BiCRS,Biochar,delivered,124.0,,124.0,2022-02-15 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,02,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_dc50a2cf26d9c5ab36d9ae66d68b260d,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.5,,0.5,2023-12-15 00:00:00,patch order id: ord_prod_1ffd46b7ab2c47ec5aab8be34520492e,0,Patch,2023,12,15
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,688.2,,688.2,2022-05-16 15:29:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,05,16
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,740.0,,740.0,2023-10-02 00:00:00,Data partner submission through Portal,0,Carbonfuture,2023,10,02
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_86eb500121f141dfabd6a154f8838616,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,2.4,,2.4,2023-01-29 11:35:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,01,29
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_d2d53d59b489d58c690005c4d775fc97,0,Patch,2023,12,15
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,1446.3,,1446.3,2022-12-16 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,12,16
Echo2,Shopify,BiCRS,Biochar,delivered,600.0,,600.0,2020-12-31 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,12,31
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,partial,5.0,,1.0,2021-08-19 00:00:00,https://charmindustrial.com/order?orderId=recnZ1qVovm2GmtCO,0,Minimum.eco,2021,08,19
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.6,,0.6,2023-12-15 00:00:00,patch order id: ord_prod_663c34406571f199118d2638d80fcf63,0,Patch,2023,12,15
Glanris,JPMorgan Chase,BiCRS,Biochar,delivered,27.0,,27.0,2023-04-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements				,0,Puro,2023,04,20
Neustark,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_d520263b4fd41480f877e731c294c5d2,0,Patch,2023,12,15
Cella,Shopify,DAC/Mineralization,Mineralization,undelivered,733.0,,,2022-12-15 00:00:00,Data partner submission through Portal,0,0,2022,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2021-11-24 00:00:00,https://charmindustrial.com/order?orderId=reca1CHmgzG560Jwl,0,0,2021,11,24
Neustark,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,10.9,,,2023-12-15 00:00:00,patch order id: ord_prod_dcc669d2d857eb5c9514cfc965a2898e,0,Patch,2023,12,15
Varaha Climate AG,Aggregate Purchase,BiCRS,Biochar,undelivered,500.0,,,2023-10-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,04
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,74.7,,74.7,2020-12-10 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2020,12,10
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.4,,1.4,2023-12-15 00:00:00,patch order id: ord_prod_c4ceff2b220beff87f29ccb6f391a215,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,9.0,,,2022-12-21 00:00:00,marketplace report,0,Watershed,2022,12,21
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_aaa7e1c0fc161f0321a40766b27b772b,0,Patch,2023,12,15
Carbofex,Microsoft,BiCRS,Biochar,delivered,364.0,103194,364.0,2022-06-20 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,06,20
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_829bd82b14c756df94fe08148a2e2897,0,Patch,2023,12,15
Husk,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_f49b8e36fdd561a0887618f4798d93c7,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,15.0,,,2023-12-15 00:00:00,patch order id: ord_prod_dbbd5e37c8762ba7b704d4481091fcd2,0,Patch,2023,12,15
Freres Biochar,Senderwood,BiCRS,Biochar,delivered,106.0,,106.0,2022-06-08 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,06,08
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_58700403d453c126e7449982094fe29f,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,465.0,,465.0,2023-06-01 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,06,01
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,5.0,,5.0,2020-11-25 00:00:00,https://charmindustrial.com/order?orderId=recov9kdsp2QkEAxb,0,Carbon Removed,2020,11,25
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
Hjelmsäters Egendom,Swiss Re ,BiCRS,Biochar,delivered,30.0,,30.0,2022-01-11 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,01,11
