Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_220071447ef1b2c6f4f19ff4de8d273e,0,Patch,2023,12,15
Freres Biochar,Kindred Capital,BiCRS,Biochar,delivered,27.0,,27.0,2022-05-16 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,05,16
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_be526863deb196eb0a7c2933768d4f12,0,Patch,2023,12,15
Dutch Carboneers,Aggregate Purchase,BiCRS,Biochar,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_09119151cf88a13dcafb0eea22437cdc,0,Patch,2023,12,15
Energiewerk Ilg,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,5.5,,5.5,2021-03-17 16:27:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,03,17
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,2.1,,,2023-12-15 00:00:00,patch order id: ord_prod_2f7c98d1ac6e6a0bd3fcd420b809af0d,0,Patch,2023,12,15
Neustark,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_7c95631bb3ee3eba7e325ac847818d83,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-12-29 00:00:00,https://charmindustrial.com/order?orderId=recDhAuBkvG9Wuvw7,0,0,2021,12,29
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_9255346a46d48ae4b737604118cff6d4,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_322856a81bbe5238610b15d8c5f2f56a,0,Patch,2023,12,15
Novocarbo,Aggregate Purchase,BiCRS,Biochar,delivered,12.0,1840,12.0,2023-10-30 00:00:00,Data partner submission through Portal,Lune,Lune,2023,10,30
V-Grid Energy Systems,Aggregate Purchase,BiCRS,Biochar,delivered,29.0,7250,29.0,2022-11-11 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,CO2.com,Puro,2022,11,11
Carbofex,Palvelualojen Ammattiliitto,BiCRS,Biochar,delivered,5.0,,5.0,2020-08-31 00:00:00,https://registry.puro.earth/carbon-sequestration,Nordic Offset,Puro,2020,08,31
CarbonBuilt,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,22.4,,,2023-12-15 00:00:00,patch order id: ord_prod_79a119f80db9aa758bc9bf53dd32f0f5,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,1200.0,,1200.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,10000.0,,,2023-07-05 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,05
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.3,322,,2020-11-09 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21134488&ithint=file%2Cpdf&authkey=%21AMHT9FSPZvcl%2DsY,0,Carbon Removed,2020,11,09
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.9,,1.9,2023-12-15 00:00:00,patch order id: ord_prod_bcdaff0711e35f45d778572f601a5181,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,98.0,,98.0,2023-12-15 00:00:00,patch order id: ord_prod_086325a9057f1ee939c7fbc65c61454e,0,Patch,2023,12,15
Bionero,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,238.5,,238.5,2022-11-25 10:50:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,25
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.2,,1.2,2023-12-15 00:00:00,patch order id: ord_prod_37ac674f611bc3d5172a70dbe14352b4,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,0.7,,,2023-12-15 00:00:00,patch order id: ord_prod_4e2f6b42d236dbb244a53a174a7dc06a,0,Patch,2023,12,15
Oregon Biochar Solutions,Chan Zuckerberg Initiative (CZI),BiCRS,Biochar,delivered,50.0,,50.0,2023-07-12 00:00:00,registry,Watershed,Puro,2023,07,12
Carbon Engineering,Synthesis Capital,DAC/Mineralization,DAC,undelivered,2.0,,,2022-09-28 00:00:00,marketplace report,0,Supercritical,2022,09,28
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
Wakefield Biochar,Unallocated Pre-Purchase,BiCRS,Biochar,delivered,1016.0,,1016.0,2022-09-30 00:00:00,marketplace report,Puro,Supercritical,2022,09,30
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-11-29 00:00:00,https://charmindustrial.com/order?orderId=recRle1pfBJnt7rYa,0,0,2021,11,29
Energiewerk Ilg,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,1.1,,1.1,2022-03-28 11:51:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,03,28
Wakefield Biochar,Scottish Equity Partners LLP,BiCRS,Biochar,undelivered,23.0,,,2023-03-30 00:00:00,supercritical report,0,Supercritical,2023,03,30
Oplandske Bioenergi (OBIO),Rygge Meieri,BiCRS,Biochar,delivered,2.9,448,2.9,2022-04-07 00:00:00,marketplace report,Down to Earth,Puro,2022,04,07
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_1dba983f76ae06413743e5ad23bebffa,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-03-26 00:00:00,https://charmindustrial.com/order?orderId=recm2OpSSGjhAuhnV,0,0,2022,03,26
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_1858481e260fe17f65b87bc363124eff,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,partial,50.0,,1.0,2022-01-06 00:00:00,https://charmindustrial.com/order?orderId=rec8XnGgatcqn7ev0,0,0,2022,01,06
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,8.0,,8.0,2023-12-15 00:00:00,patch order id: ord_prod_d4a6fdaea2797099a50e4ee5e5df40f2,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced weathering,undelivered,7.0,826,,2020-11-30 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21135275&ithint=file%2Cpdf&authkey=%21ACHFm1p%5FeTDX5mM,0,Carbon Removed,2020,11,30
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,6.3,,,2023-12-15 00:00:00,patch order id: ord_prod_4e3e245d5f65a3f1bce935235b36ab52,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2021-06-04 00:00:00,https://charmindustrial.com/order?orderId=recMY5iibpMjC0pCQ,0,0,2021,06,04
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,34.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_6f8f45cbc7236fc511519ea5bcaea38d,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,56.5,,56.5,2022-07-06 19:54:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,07,06
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-05-17 00:00:00,https://charmindustrial.com/order?orderId=recPUTPpahGmpbcvY,0,0,2022,05,17
UNDO,Ideo,ERW,Enhanced Weathering,undelivered,0.6,,,2022-02-01 00:00:00,https://un-do.com/our-registry-2/,0,Lune,2022,02,01
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,24.0,,,2022-10-03 00:00:00,Marketplace purchaser report,Klimate,Klimate,2022,10,03
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,77.0,,,2022-12-30 00:00:00,marketplace report,0,Watershed,2022,12,30
Carbofex,Aggregate Purchase,BiCRS,Biochar,delivered,40.0,,40.0,2023-05-02 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,2023,05,02
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2021-10-19 00:00:00,https://charmindustrial.com/order?orderId=recXJSEtBe1MVMbBV,0,0,2021,10,19
Echo2,Unknown,BiCRS,Biochar,delivered,6.0,,6.0,2021-10-06 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,10,06
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_d5679517b80394a659bc54a25600adc4,0,Patch,2023,12,15
Heirloom,WRLD Foundation,DAC/Mineralization,DAC,undelivered,1.0,,,2021-12-01 00:00:00,0,0,Milkywire,2021,12,01
Douglas County Forest Products,Oxwash,BiCRS,Biochar,delivered,105.0,10500,105.0,2022-06-30 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,06,30
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,7.6,,7.6,2022-07-06 19:54:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,07,06
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,500.0,,,2021-11-01 00:00:00,marketplace report,0,Watershed,2021,11,01
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,61.0,,,2023-03-24 00:00:00,marketplace report,0,Watershed,2023,03,24
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,6.3,,6.3,2023-12-15 00:00:00,patch order id: ord_prod_78a9e836c43ceef34cbf2fe698d0d579,0,Patch,2023,12,15
Nordgau,Aggregate Purchase,BiCRS,Biochar,delivered,104.0,,104.0,2023-05-04 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,2023,05,04
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-03-26 00:00:00,https://charmindustrial.com/order?orderId=recJ896theSjdbee8,0,0,2022,03,26
UNDO,Bennetts Associates,ERW,Enhanced weathering,undelivered,3.0,,,2022-06-30 00:00:00,marketplace report,0,Supercritical,2022,06,30
Douglas County Forest Products,Synthesis Capital,BiCRS,Biochar,delivered,26.0,2860,26.0,2022-10-18 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Puro,Supercritical,2022,10,18
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,1.2,,,2023-12-15 00:00:00,patch order id: ord_prod_d31ec0bceeac3c221a11a31192fa9e4f,0,Patch,2023,12,15
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_c32a659e8aa3c13e25e3bcadb9e4b073,0,Patch,2023,12,15
Wakefield Biochar,Plural UK Management Limited,BiCRS,Biochar,undelivered,65.0,,,2023-03-13 00:00:00,supercritical report,0,Supercritical,2023,03,13
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,5.0,,5.0,2021-03-26 00:00:00,https://charmindustrial.com/order?orderId=recNiEngqy23DqgkB,0,Commons,2021,03,26
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,5.6,,5.6,2022-02-28 19:18:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,02,28
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,300.0,,,2023-08-30 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,08,30
UNDO,Infogrid,ERW,Enhanced Weathering,undelivered,94.0,,,2022-02-28 00:00:00,supercritical report,0,Supercritical,2022,02,28
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.6,,0.6,2023-12-15 00:00:00,patch order id: ord_prod_f8029abbe6c954f9f51a4d18a6029e27,0,Patch,2023,12,15
Novocarbo,Aggregate Purchase,BiCRS,Biochar,undelivered,235.0,,,2023-12-15 00:00:00,patch order id: ord_prod_0c53ce78b19fcb76f25fbd5f4707393e,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2022-01-03 00:00:00,https://charmindustrial.com/order?orderId=recwVs4qWK3hOl65x,0,0,2022,01,03
Carbofex,Microsoft,BiCRS,Biochar,delivered,62.0,,62.0,2021-06-28 00:00:00,https://registry.puro.earth/carbon-sequestration,Puro,Puro,2021,06,28
Bionero,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,21.4,,21.4,2023-04-21 12:25:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,04,21
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_322856a81bbe5238610b15d8c5f2f56a,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.4,430,,2022-03-11 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21185145&ithint=file%2Cpdf&authkey=%21ABGneXlJp%5F2RkOM,0,Carbon Removed,2022,03,11
Wakefield Biochar,GSPV Limited,BiCRS,Biochar,undelivered,26.0,,,2023-05-14 00:00:00,supercritical report,0,Supercritical,2023,05,14
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2021-12-31 00:00:00,https://charmindustrial.com/order?orderId=rec98l4mEU1UyoUbw,0,0,2021,12,31
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,328.0,196800,5.8,2022-06-30 00:00:00,https://charmindustrial.com/order?orderId=recL1eCSk8cyOVOOi,0,Patch,2022,06,30
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,39.9,,39.9,2023-07-04 16:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,04
Wakefield Biochar,Usman Chowdhry,BiCRS,Biochar,delivered,1.0,,1.0,2023-08-31 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/Wakefield-Biochar-Facility-2/643002406801000718,Supercritical,Puro,2023,08,31
Hjelmsäters Egendom,Unknown,BiCRS,Biochar,delivered,100.0,,100.0,2021-06-29 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,06,29
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,1.0,880,,2021-06-21 08:10:21.366,https://app.klimate.co/orders/PO100004,0,Klimate,2021,06,21
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_4897e42f031d239623a5f01b9802e475,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_b00379c3a8d374d857f0d2308bc750a4,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_b5ca51f7195de09db6b7aed52219f43d,0,Patch,2023,12,15
Bussme Energy,Aggregate Purchase,BiCRS,Biochar,delivered,100.0,,100.0,2021-04-27 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,04,27
Oregon Biochar Solutions,Chan Zuckerberg Initiative (CZI),BiCRS,Biochar,delivered,821.0,,821.0,2023-07-12 00:00:00,registry,Watershed,Puro,2023,07,12
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,3000.0,,,2021-11-04 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,11,04
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_39af88bdd3b24340f28b5a8ee414b3e3,0,Patch,2023,12,15
Wakefield Biochar,Lightspeed X Visionaries Club,BiCRS,Biochar,undelivered,6.0,,,2023-03-20 00:00:00,supercritical report,0,Supercritical,2023,03,20
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_edb14af67ba32efe7b58d9363819cdab,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2022-03-08 00:00:00,https://charmindustrial.com/order?orderId=recFEyQAkkcaEvLdl,0,0,2022,03,08
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_7b2d7d8ace6b15ea5a456beac9b1bbd2,0,Patch,2023,12,15
Douglas County Forest Products,Taavet+Sten,BiCRS,Biochar,delivered,382.0,42020,382.0,2022-08-16 00:00:00,https://puro.earth/CORC-co2-removal-certificate/douglas-county-forest-products-biochar-100141,Supercritical,Puro,2022,08,16
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,35.0,,,2023-06-30 00:00:00,Marketplace purchaser report,0,Klimate,2023,06,30
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,3.7,,,2023-12-15 00:00:00,patch order id: ord_prod_1712f93a43b3603f87a81fc4a006ae1f,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,9.1,,9.1,2022-01-17 19:53:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,01,17
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,9.0,,,2023-12-15 00:00:00,patch order id: ord_prod_bd57b0b8f6cc5c2e1c9387f00c13882d,0,Patch,2023,12,15
Klimafarmer,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,157.7,,157.7,2022-01-17 19:53:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,01,17
Neustark,Zürcher Kantonalbank,DAC/Mineralization,Mineralization,undelivered,4200.0,,,2023-12-11 00:00:00,https://www.zkb.ch/de/ueber-uns/medien/medienmitteilungen/2023/partnerschaft-neustark.html,0,0,2023,12,11
Carbofex,Microsoft,BiCRS,Biochar,delivered,7.0,2352,7.0,2022-06-20 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,06,20
Carbon Engineering,Ghyston Limited,DAC/Mineralization,DAC,undelivered,1.0,,,2023-06-09 00:00:00,0,0,Supercritical,2023,06,09
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.9,,,2023-12-15 00:00:00,patch order id: ord_prod_d6016544e51caf566a616a1a3d9dd74f,0,Patch,2023,12,15
Mash makes,Aggregate Purchase,BiCRS,Biochar,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_dfe619b5b82f14bc4e8a3a2514faef57,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_6eb6ba6228c508b49e534144dd535a97,0,Patch,2023,12,15
Bioenergie Frauenfeld,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,90.2,,90.2,2023-04-06 13:40:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,04,06
Project Vesta,Aggregate Purchase,ERW,Enhanced Weathering,delivered,4.0,,4.0,2023-12-15 00:00:00,patch order id: ord_prod_cc30bf54fea75e1a5528ffae0780ff45,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,1.4,,,2023-12-15 00:00:00,patch order id: ord_prod_a200b2f9ab4f73aae5cfa582d801a70b,0,Patch,2023,12,15
Heirloom,Sourceful,DAC/Mineralization,DAC,undelivered,5.0,,,2021-03-30 00:00:00,purchaser report,0,0,2021,03,30
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_0d93d35c0249179170ce4584d8054ccb,0,Patch,2023,12,15
Wakefield Biochar,Origami Energy	,BiCRS,Biochar,delivered,168.0,,168.0,2023-03-03 00:00:00,supercritical report,0,Supercritical,2023,03,03
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_cae17808bec7351d7e10f06883078138,0,Patch,2023,12,15
Ecoera,Ballingslöv International,BiCRS,Biochar,delivered,100.0,,100.0,2023-06-28 00:00:00,0,0,Puro,2023,06,28
Carbofex,Microsoft,BiCRS,Biochar,delivered,88.0,,88.0,2021-06-28 00:00:00,https://registry.puro.earth/carbon-sequestration,Puro,Puro,2021,06,28
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,30.9,,,2023-12-15 00:00:00,patch order id: ord_prod_e719796775962e4d123a04cfbbba3a22,0,Patch,2023,12,15
Douglas County Forest Products,Origami Energy	,BiCRS,Biochar,delivered,475.0,49875,475.0,2022-06-06 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,06,06
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_d4d24cd6b225b16bc785a3cdd0a856cc,0,Patch,2023,12,15
UNDO,Satellite Vu,ERW,Enhanced weathering,undelivered,4.0,,,2021-11-30 00:00:00,marketplace report,0,Supercritical,2021,11,30
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_21b8d244cf54c664dd7d79e1ff677b34,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,19.0,,19.0,2020-09-07 07:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2020,09,07
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_51a0e9ea99eb8df484ecd8662c76c5e5,0,Patch,2023,12,15
Dutch Carboneers,Aggregate Purchase,BiCRS,Biochar,delivered,200.0,,200.0,2023-06-23 00:00:00,Marketplace purchaser report,0,Klimate,2023,06,23
Freres Biochar,Softwire,BiCRS,Biochar,delivered,27.0,,27.0,2022-06-08 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,06,08
Douglas County Forest Products,Patients Know Best,BiCRS,Biochar,delivered,94.0,10340,94.0,2022-10-18 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Puro,Supercritical,2022,10,18
Freres Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,81.0,,81.0,2023-09-21 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Puro,South Pole,2023,09,21
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_dfe619b5b82f14bc4e8a3a2514faef57,0,Patch,2023,12,15
UNDO,Apheris AI,BiCRS,Biochar,undelivered,23.0,,,2023-07-27 00:00:00,0,0,Supercritical,2023,07,27
Nordgau,Aggregate Purchase,BiCRS,Biochar,delivered,2.0,300,2.0,2022-09-22 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Planetly,Puro,2022,09,22
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,2.3,,2.3,2023-12-15 00:00:00,patch order id: ord_prod_ac33dbad5aff3465ada8fe8eb9f2dc6c,0,Patch,2023,12,15
Levitree,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_1ec4d8bd7e91abcd08cf7ae496cb796e,0,Patch,2023,12,15
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,5.2,,,2023-12-15 00:00:00,patch order id: ord_prod_2c3bd2e252f228fd4c5ba1d8b5051971,0,Patch,2023,12,15
